sentence,target
"On the right-hand side, there are buttons that control Cruise Control, which are also easy to get to.",0
"Automatic power window  Like many cars nowadays, this car has the Automatic window function, however only on the drivers window.",0
The passenger window is like any old power window though.,0
"HID ( High Intensity Discharge )/Xenon lights  This, I feel, is a very considerate of Acura to include standard.",0
"These lights provide a brighter, whiter light that allows the driver to fully see the road while driving in the dark.",0
"Though you may not know/have known the name of these lights, you know what Im talking about  when youre driving down the road, seeing all these continuous yellow lights, then one, which is nt yellow, all of a sudden catches your eye.",1
"It has a slight blue tint to it, and it really stands out.",0
Thats what Im talking about: ),0
"I consider Acura very considerate to include these because on many luxury cars, it s still an option.",0
"Also, it enhances safety for the driver, his or her passengers, and other drivers on the road.",0
The specifications and conveniences of this car are practically endless.,0
Please visit Acura at www.acura.com,0
and perhaps request a brochure if you wish.,0
"Perhaps through updates, I can add what features and conveniences I find to be worthy of posted.",0
Conclusion,0
"In conclusion, this car is worth its every penny, because it comes very loaded with everything standard.",0
There is nothing really I could nt ask for in this car.,0
"If youre looking for a combination of performance, luxury, and convenience, this is the car for you!",0
"However, if youre looking more into performance, and are willing to shell out a few more thousands, then I would maybe consider Lexuss IS300.",0
Competing Models,0
"If you are interested in this car, I would recommend you also check out its competing models, as I dont really know your tastes and interests in vehicles.",0
"Though I do own this car and love it to death, I still, and always have, envied Lexuss IS300 ( as is evidenced by my constant comparisons/references to it throughout this review ).",0
"Though it looks to be styled towards a younger generation, it still is an awesome car, despite that it may be a bit more since not everything is standard with the IS300, like it is with the CL.",1
"If theres any specific item you would like me to review about the CL, please post a comment or feel free to e-mail me at chineze@tampabay.rr.com!",0
"If you have any questions or comments regarding the review, please e-mail me or post a comment as well!",0
Thanks for your time!,0
~Asian-Playa 12.31.01,0
|Happy New Year! |,0
Acura 3.2CL 2002,0
The Golden Boy,0
"I remember about 7 or 8 years ago, I received a phone call from one of my client.",0
She was opening a new car dealership and wanted me to set them up with the same service I had put in place at her other store.,0
"I call her accountant, which I already had met several times and made a working lunch appointment with him.",0
"During lunch he told me that they were opening a new Acura dealership, I was a little curious although I had seen a few Acura's but I never did see one close by.",1
"When we finally got to the dealership, they had just taken delivery of a few cars.",0
"After filling the proper documents and training the new cashiers, I returned to the accountant to inform him that every thing was on-line and that his new staff was already trained.",0
He said that he was on his way out to try out his new demo and asked if I wanted to come along.,0
"I really must say that this car was very impressive, I am not quite sure what model it was, but it sure gave a very comfortable ride.",1
I told myself; here we go a few more lean years for Detroit.,0
"But on the way to the market, a funny thing happened.",0
"Acura's early popularity vanished, I never found out why, but it was a rare occasion to see one on the road at least in our area.",1
Recently a friend of mine that lives in South East Asia bought a brand new Gold Acura 3.2CL.,0
"If you think a gold color car will get some attention in America, it is nothing compares to the looks he is getting in Asia with this very flashy, but classy automobile.",0
Automobile description:,0
The new 2002 Acura 3.2CL is available in 2 models for this year.,0
A base model and a supercharged high-performance 3.2CL Type S.,0
"From the exterior both models look the same, they have beautiful sporty lines and it is combined with a very elegant silhouette.",0
"The base model is the one I drove and it was fully loaded, I asked my friend Mike if he had to pay a lot for all the extras or if he bought a package.",0
I was surprised when he told me that all the equipment was standard even on the base model.,0
"Here are some of the standard equipment the 3.2CL is equipped with: air bags for driver, passenger and side, remote keyless entry, power windows, locks and mirrors, cruise control, AM/FM CD player, sunroof and leather seats.",0
This is quite an impressive list of standard equipment for a base model.,0
The interior of the Acura 3.2CL is very particular; it comes with twin sets of bucket seats.,0
"That's right this is not a mistake, you have two bucket seats in the front and to in the rear.",1
"I must admit that I have never seen this in a coupe before, the closest thing I have seen that might resemble this seating arrangements were the seats I had in my 1962 Thunder Bird.",1
Twin Buckets in front and a sofa like seat in the rear that looked like semi buckets seats.,0
"As I mentioned earlier the Acura CL comes fully loaded, since it is not a very big automobile you may think how did the engineers at Acura manage with all those controls and gages.",1
